frame,x,y
000800,564,1048
000801,563,1054
000802,566,1037
000803,568,1011
000804,570,989
000805,571,982
000806,570,997
000807,567,1025
000808,564,1050
000809,563,1053
000810,566,1033
000811,569,1004
000812,571,983
000813,571,981
000814,569,1004
000815,566,1031
000816,564,1051
000817,563,1051
000818,566,1030
000819,570,998
000820,570,984
000821,571,985
000822,568,1009
000823,566,1036
000824,563,1054
000825,564,1048
000826,567,1025
000827,570,997
000828,571,983
000829,570,989
000830,568,1015
000831,565,1040
000832,563,1054
000833,565,1043
000834,568,1018
000835,570,993
000836,571,983
000837,570,992
000838,567,1021
000839,565,1043
000840,564,1052
000841,565,1039
000842,568,1015
000843,571,989
000844,571,982
000845,570,997
000846,567,1024
000847,565,1044
000848,564,1050
000849,566,1035
000850,569,1009
000851,570,988
000852,571,985
000853,570,1000
000854,567,1028
000855,564,1048
000856,564,1049
000857,566,1031
000858,569,1004
000859,570,987
000860,571,987
000861,569,1007
000862,566,1031
000863,564,1051
000864,564,1047
000865,567,1028
000866,570,1001
000867,571,986
000868,570,990
000869,568,1012
000870,566,1037
000871,564,1051
000872,565,1045
000873,567,1024
000874,570,999
000875,571,987
000876,570,993
000877,568,1017
000878,565,1039
000879,564,1050
000880,565,1041
000881,568,1019
000882,570,995
000883,570,988
000884,570,997
000885,567,1021
000886,565,1042
000887,564,1051
000888,565,1038
000889,569,1012
000890,570,991
000891,570,988
000892,570,1000
000893,567,1024
000894,564,1046
000895,564,1049
000896,566,1034
000897,569,1009
000898,570,991
000899,571,988
000900,570,1003
